Name,Rank,Sector,User Rating
"Lords Institute of Engineering and Technology, Hyderabad",B.Tech Information Technology,Private,https://www.careers360.com/colleges/lords-institute-of-engineering-and-technology-hyderabad?icn=college_page&ici=clg_3918_college_listing_tuple
"Loyola Institute of Technology and Science, Kanyakumari",BE Artificial Intelligence and Machine Learning,Private,https://www.careers360.com/colleges/loyola-institute-of-technology-and-science-kanyakumari?icn=college_page&ici=clg_3915_college_listing_tuple
"Lucknow Institute of Technology, Lucknow",B.Tech Artificial Intelligence and Machine Learning,Private,https://www.careers360.com/colleges/lucknow-institute-of-technology-lucknow?icn=college_page&ici=clg_3912_college_listing_tuple
"Ludhiana College of Engineering and Technology, Ludhiana",BE Mechanical Engineering,Private,https://www.careers360.com/colleges/ludhiana-college-of-engineering-and-technology-ludhiana?icn=college_page&ici=clg_3910_college_listing_tuple
"MAMCE Tiruchirappalli - MAM College of Engineering, Tiruchirappalli",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/mam-college-of-engineering-tiruchirappalli?icn=college_page&ici=clg_3906_college_listing_tuple
MANIT Bhopal - Maulana Azad National Institute of Technology Bhopal,B.Sc Hospitality and Hotel Administration,Public/Govt,https://www.careers360.com/university/maulana-azad-national-institute-of-technology-bhopal?icn=college_page&ici=clg_152_college_listing_tuple
"MDU Rohtak - Maharshi Dayanand University, Rohtak",B.Tech Civil Engineering,Public/Govt,https://www.careers360.com/university/maharshi-dayanand-university-rohtak?icn=college_page&ici=clg_889_college_listing_tuple
"MECW Mewat - Mewat Engineering College, Mewat",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/mewat-engineering-college-mewat?icn=college_page&ici=clg_3751_college_listing_tuple
"MES College of Engineering and Technology, Kunnukara",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/mes-college-of-engineering-and-technology-kunnukara?icn=college_page&ici=clg_3757_college_listing_tuple
"MET Engineering College, Kanyakumari",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/met-engineering-college-kanyakumari?icn=college_page&ici=clg_3901_college_listing_tuple
"MG College of Engineering, Thiruvananthapuram",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/mg-college-of-engineering-thiruvananthapuram?icn=college_page&ici=clg_2555_college_listing_tuple
"MG University (MGU) - Mahatma Gandhi University, Kottayam",M.Ed,Public/Govt,https://www.careers360.com/university/mahatma-gandhi-university-kottayam?icn=college_page&ici=clg_906_college_listing_tuple
"MGMCRI Pondicherry - Mahatma Gandhi Medical College and Research Institute, Pondicherry",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/mahatma-gandhi-medical-college-and-research-institute-pondicherry?icn=college_page&ici=clg_7999_college_listing_tuple
"MIET Jammu - Model Institute of Engineering and Technology, Jammu",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/model-institute-of-engineering-and-technology-jammu?icn=college_page&ici=clg_3733_college_listing_tuple
"MIT College of Engineering and Management, Hamirpur",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/mit-college-of-engineering-and-management-hamirpur?icn=college_page&ici=clg_3743_college_listing_tuple
"MIT Modinagar - Modinagar Institute of Technology, Modinagar",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/modinagar-institute-of-technology-modinagar?icn=college_page&ici=clg_3728_college_listing_tuple
"MIT Mysore - Maharaja Institute of Technology, Mysore",BE Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/maharaja-institute-of-technology-mysore?icn=college_page&ici=clg_3871_college_listing_tuple
"MITRC Alwar - Modern Institute of Technology and Research Centre, Alwar",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/modern-institute-of-technology-and-research-centre-alwar?icn=college_page&ici=clg_3730_college_listing_tuple
"MITS Bhopal - Millennium Institute of Technology and Science, Bhopal",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/millennium-institute-of-technology-and-science-bhopal?icn=college_page&ici=clg_3748_college_listing_tuple
"MITS Gwalior - Madhav Institute of Technology and Science, Gwalior",MBA,Private,https://www.careers360.com/colleges/madhav-institute-of-technology-and-science-gwalior?icn=college_page&ici=clg_3892_college_listing_tuple
"MLV Government Textile and Engineering College, Bhilwara",BE Civil Engineering,Public/Govt,https://www.careers360.com/colleges/mlv-government-textile-and-engineering-college-bhilwara?icn=college_page&ici=clg_3739_college_listing_tuple
"MMCT Raipur - MM College of Technology, Raipur",B.Tech Textile Technology,Private,https://www.careers360.com/colleges/mm-college-of-technology-raipur?icn=college_page&ici=clg_3738_college_listing_tuple
"MMU Ambala - Maharishi Markandeshwar University, Ambala",M.Tech Computer Science and Technology,Private,https://www.careers360.com/university/maharishi-markandeshwar-university-ambala?icn=college_page&ici=clg_321_college_listing_tuple
MNIT Jaipur - Malaviya National Institute of Technology Jaipur,MBA,Public/Govt,https://www.careers360.com/university/malaviya-national-institute-of-technology-jaipur?icn=college_page&ici=clg_582_college_listing_tuple
MNNIT Allahabad - Motilal Nehru National Institute of Technology Allahabad Prayagraj,B.Tech Information Technology,Public/Govt,https://www.careers360.com/university/motilal-nehru-national-institute-of-technology-allahabad-prayagraj?icn=college_page&ici=clg_148_college_listing_tuple
"MNR College of Engineering and Technology, Sangareddy",MBA,Private,https://www.careers360.com/colleges/mnr-college-of-engineering-and-technology-sangareddy?icn=college_page&ici=clg_3736_college_listing_tuple
"MNSK College of Engineering, Pudukkottai",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/mnsk-college-of-engineering-pudukkottai?icn=college_page&ici=clg_3735_college_listing_tuple
"MSIT Sonepat - Mahaveer Swami Institute of Technology, Sonipat",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/mahaveer-swami-institute-of-technology-sonipat?icn=college_page&ici=clg_3843_college_listing_tuple
"MSRIT Bangalore - Ramaiah Institute of Technology, Bangalore",MBA,Private,https://www.careers360.com/colleges/ramaiah-institute-of-technology-bangalore?icn=college_page&ici=clg_3907_college_listing_tuple
"MZCE Pathanamthitta - Mount Zion College of Engineering, Pathanamthitta",BE Civil Engineering,Private,https://www.careers360.com/colleges/mount-zion-college-of-engineering-pathanamthitta?icn=college_page&ici=clg_3715_college_listing_tuple
"Madha Institute of Engineering and Technology, Chennai",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/madha-institute-of-engineering-and-technology-chennai?icn=college_page&ici=clg_3893_college_listing_tuple
"Madhav Proudyogiki Mahavidyalaya, Bhopal",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/madhav-proudyogiki-mahavidyalaya-bhopal?icn=college_page&ici=clg_3891_college_listing_tuple
"Madhira Institute of Technology and Science, Kodad",MBA,Private,https://www.careers360.com/colleges/madhira-institute-of-technology-and-science-kodad?icn=college_page&ici=clg_3015_college_listing_tuple
"Madras University - University of Madras, Chennai",BPA Theatre Arts,Public/Govt,https://www.careers360.com/university/university-of-madras-chennai?icn=college_page&ici=clg_880_college_listing_tuple
"Madurai Kamaraj University - Madurai Kamaraj University, Madurai",B.Ed,Public/Govt,https://www.careers360.com/university/madurai-kamaraj-university-madurai?icn=college_page&ici=clg_901_college_listing_tuple
"Mahaguru Institute of Technology, Mavelikara",B.Tech Computer Science Engineering Lateral Entry,Private,https://www.careers360.com/colleges/mahaguru-institute-of-technology-mavelikara?icn=college_page&ici=clg_2941_college_listing_tuple
"Mahakal Institute of Technology and Management, Ujjain",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/mahakal-institute-of-technology-and-management-ujjain?icn=college_page&ici=clg_3882_college_listing_tuple
"Mahakavi Bharathiyar College of Engineering and Technology, Tirunelveli",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/mahakavi-bharathiyar-college-of-engineering-and-technology-tirunelveli?icn=college_page&ici=clg_3880_college_listing_tuple
"Maharaja Engineering College for Women, Erode",BE Civil Engineering,Private,https://www.careers360.com/colleges/maharaja-engineering-college-for-women-erode?icn=college_page&ici=clg_3873_college_listing_tuple
"Maharaja Engineering College, Coimbatore",BE Civil Engineering,Private,https://www.careers360.com/colleges/maharaja-engineering-college-coimbatore?icn=college_page&ici=clg_3874_college_listing_tuple
"Maharaja Institute of Technology, Coimbatore",BE Computer science and Engineering,Private,https://www.careers360.com/colleges/maharaja-institute-of-technology-coimbatore?icn=college_page&ici=clg_3869_college_listing_tuple
"Maharaja Prithvi Engineering College, Coimbatore",B.Tech Electronics and Telecommunication Engineering,Private,https://www.careers360.com/colleges/maharaja-prithvi-engineering-college-coimbatore?icn=college_page&ici=clg_3870_college_listing_tuple
"Maharashtra College of Engineering, Nilanga",MBA,Private,https://www.careers360.com/colleges/maharashtra-college-of-engineering-nilanga?icn=college_page&ici=clg_3860_college_listing_tuple
"Maharishi Markandeshwar Group of Institutions, Karnal",BE Electronics Engineering,Private,https://www.careers360.com/colleges/maharishi-markandeshwar-group-of-institutions-karnal?icn=college_page&ici=clg_3853_college_listing_tuple
"Mahavir Institute of Engineering and Technology, Bhubaneswar",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/mahavir-institute-of-engineering-and-technology-bhubaneswar?icn=college_page&ici=clg_3842_college_listing_tuple
"Mahendra Institute of Technology, Tiruchengode",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/mahendra-institute-of-technology-tiruchengode?icn=college_page&ici=clg_3837_college_listing_tuple
"Malabar Institute of Technology, Kannur",MBA,Private,https://www.careers360.com/colleges/malabar-institute-of-technology-kannur?icn=college_page&ici=clg_3831_college_listing_tuple
"Mallabhum Institute of Technology, Bankura",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/mallabhum-institute-of-technology-bankura?icn=college_page&ici=clg_3821_college_listing_tuple
"Manipal Academy of Higher Education (MAHE) - Manipal Academy of Higher Education, Manipal",B.Arch,Private,https://www.careers360.com/university/manipal-academy-of-higher-education-manipal?icn=college_page&ici=clg_725_college_listing_tuple
"Manonmaniam Sundaranar University, Tirunelveli",B.Sc Medical Lab Technology,Public/Govt,https://www.careers360.com/university/manonmaniam-sundaranar-university-tirunelveli?icn=college_page&ici=clg_1132_college_listing_tuple
"Maratha Vidya Prasarak Samaj's Karmaveer Adv Baburao Ganpatrao Thakare College of Engineering, Nashik",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/maratha-vidya-prasarak-samajs-karmaveer-adv-baburao-ganpatrao-thakare-college-of-engineering-nashik?icn=college_page&ici=clg_3669_college_listing_tuple
"Meerut Institute of Engineering and Technology, Meerut",BE Computer Engineering,Private,https://www.careers360.com/colleges/meerut-institute-of-engineering-and-technology-meerut?icn=college_page&ici=clg_2552_college_listing_tuple
"Mentey Padmanabham College of Engineering and Technology, Bhimavaram",Diploma in Mechanical Engineering,Private,https://www.careers360.com/colleges/mentey-padmanabham-college-of-engineering-and-technology-bhimavaram?icn=college_page&ici=clg_3760_college_listing_tuple
"Miracle Educational Society Group of Institutions, Vizianagaram",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/miracle-educational-society-group-of-institutions-vizianagaram?icn=college_page&ici=clg_3745_college_listing_tuple
"Mizoram University, Aizawl",MBA,Public/Govt,https://www.careers360.com/university/mizoram-university-aizawl?icn=college_page&ici=clg_77_college_listing_tuple
"Modern Institute of Engineering and Technology, Kurukshetra",B.Tech Electronics Engineering,Private,https://www.careers360.com/colleges/modern-institute-of-engineering-and-technology-kurukshetra?icn=college_page&ici=clg_3731_college_listing_tuple
"Moghal College of Engineering and Technology, Hyderabad",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/moghal-college-of-engineering-and-technology-hyderabad?icn=college_page&ici=clg_3727_college_listing_tuple
"Mohamed Sathak Engineering College, Kilakarai",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/mohamed-sathak-engineering-college-kilakarai?icn=college_page&ici=clg_3725_college_listing_tuple
"Mona College of Engineering and Technology, Nalgonda",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/mona-college-of-engineering-and-technology-nalgonda?icn=college_page&ici=clg_3722_college_listing_tuple
"Montessori Siva Sivani Inistitute of Science and Technology, Vijayawada",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/montessori-siva-sivani-inistitute-of-science-and-technology-vijayawada?icn=college_page&ici=clg_3721_college_listing_tuple
"Mumbai University - University of Mumbai, Mumbai",BA English,Public/Govt,https://www.careers360.com/university/university-of-mumbai-mumbai?icn=college_page&ici=clg_891_college_listing_tuple
"Muthayammal College of Engineering, Namakkal",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/muthayammal-college-of-engineering-namakkal?icn=college_page&ici=clg_3704_college_listing_tuple
"Mysore University - University of Mysore, Mysore",BE Computer Engineering,Public/Govt,https://www.careers360.com/university/university-of-mysore-mysore?icn=college_page&ici=clg_887_college_listing_tuple
"NEHU Shillong - North Eastern Hill University, Shillong",B.Ed,Public/Govt,https://www.careers360.com/university/north-eastern-hill-university-shillong?icn=college_page&ici=clg_904_college_listing_tuple
NIT Durgapur - National Institute of Technology Durgapur,MBA Integrated,Public/Govt,https://www.careers360.com/university/national-institute-of-technology-durgapur?icn=college_page&ici=clg_150_college_listing_tuple
NIT Jalandhar - Dr B R Ambedkar National Institute of Technology Jalandhar,MBBS,Public/Govt,https://www.careers360.com/university/dr-b-r-ambedkar-national-institute-of-technology-jalandhar?icn=college_page&ici=clg_147_college_listing_tuple
NIT Patna - National Institute of Technology Patna,MBA,Public/Govt,https://www.careers360.com/university/national-institute-of-technology-patna?icn=college_page&ici=clg_143_college_listing_tuple
NIT Raipur - National Institute of Technology Raipur,B.Com,Public/Govt,https://www.careers360.com/university/national-institute-of-technology-raipur?icn=college_page&ici=clg_142_college_listing_tuple
NIT Rourkela - National Institute of Technology Rourkela,B.Tech Electrical Engineering,Public/Govt,https://www.careers360.com/university/national-institute-of-technology-rourkela?icn=college_page&ici=clg_141_college_listing_tuple
NIT Silchar - National Institute of Technology Silchar,B.Com Hons,Public/Govt,https://www.careers360.com/university/national-institute-of-technology-silchar?icn=college_page&ici=clg_139_college_listing_tuple
NIT Srinagar - National Institute of Technology Srinagar,B.Pharma,Public/Govt,https://www.careers360.com/university/national-institute-of-technology-srinagar?icn=college_page&ici=clg_138_college_listing_tuple
NIT Surathkal - National Institute of Technology Karnataka Surathkal,B.Tech Computational and Data Science,Public/Govt,https://www.careers360.com/university/national-institute-of-technology-karnataka-surathkal?icn=college_page&ici=clg_140_college_listing_tuple
NIT Trichy - National Institute of Technology Tiruchirappalli,B.Tech Computer Science and Engineering,Public/Govt,https://www.careers360.com/university/national-institute-of-technology-tiruchirappalli?icn=college_page&ici=clg_134_college_listing_tuple
NIT Warangal - National Institute of Technology Warangal,M.Sc Physics,Public/Govt,https://www.careers360.com/university/national-institute-of-technology-warangal?icn=college_page&ici=clg_133_college_listing_tuple
"NITIE Mumbai - National Institute of Industrial Engineering, Mumbai",B.Tech Electrical Engineering,Public/Govt,https://www.careers360.com/colleges/national-institute-of-industrial-engineering-mumbai?icn=college_page&ici=clg_483_college_listing_tuple
"NNRG Hyderabad - Nalla Narsimha Reddy Education Society's Group of Institutions, Ghatkesar",BE Mechanical Engineering,Private,https://www.careers360.com/colleges/nalla-narsimha-reddy-education-societys-group-of-institutions-ghatkesar?icn=college_page&ici=clg_3684_college_listing_tuple
"NOVA College of Engineering and Technology, Hyderabad",Diploma in Civil Engineering,Private,https://www.careers360.com/colleges/nova-college-of-engineering-and-technology-hyderabad?icn=college_page&ici=clg_3625_college_listing_tuple
"Nadar Saraswathi College of Engineering and Technology, Theni",B.Tech Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/nadar-saraswathi-college-of-engineering-and-technology-theni?icn=college_page&ici=clg_3698_college_listing_tuple
"Nalgonda Institute of Technology and Science, Nalgonda",Diploma in Civil Engineering,Private,https://www.careers360.com/colleges/nalgonda-institute-of-technology-and-science-nalgonda?icn=college_page&ici=clg_3687_college_listing_tuple
"Narayana Engineering and Technical Campus, Hayathnagar",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/narayana-engineering-and-technical-campus-hayathnagar?icn=college_page&ici=clg_3676_college_listing_tuple
"Narnarayan Shastri Institute of Technology, Ahmedabad",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/narnarayan-shastri-institute-of-technology-ahmedabad?icn=college_page&ici=clg_3672_college_listing_tuple
"Nathdwara Institute of Engineering and Technology, Nathdwara",BE Mechanical Engineering,Private,https://www.careers360.com/colleges/nathdwara-institute-of-engineering-and-technology-nathdwara?icn=college_page&ici=clg_3668_college_listing_tuple
"Neelam College of Engineering and Technology, Agra",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/neelam-college-of-engineering-and-technology-agra?icn=college_page&ici=clg_3658_college_listing_tuple
"Neelkanth Institute of Technology, Meerut",M.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/neelkanth-institute-of-technology-meerut?icn=college_page&ici=clg_3657_college_listing_tuple
"New India College of Engineering and Technology, Hyderabad",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/new-india-college-of-engineering-and-technology-hyderabad?icn=college_page&ici=clg_3649_college_listing_tuple
"Nigam Institute of Engineering and Technology, Baramunda",MBA,Private,https://www.careers360.com/colleges/nigam-institute-of-engineering-and-technology-baramunda?icn=college_page&ici=clg_3643_college_listing_tuple
"Nikhil Institute of Engineering and Management, Mathura",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/nikhil-institute-of-engineering-and-management-mathura?icn=college_page&ici=clg_3640_college_listing_tuple
"North India Institute of Technology, Bijnor",BE Civil Engineering,Private,https://www.careers360.com/colleges/north-india-institute-of-technology-bijnor?icn=college_page&ici=clg_3628_college_listing_tuple
"OASYS Institute of Technology, Tiruchirappalli",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/oasys-institute-of-technology-tiruchirappalli?icn=college_page&ici=clg_3614_college_listing_tuple
"Osmania University - Osmania University, Hyderabad",Ph.D Earth and Environmental Sciences,Public/Govt,https://www.careers360.com/university/osmania-university-hyderabad?icn=college_page&ici=clg_100_college_listing_tuple
"PCCS Noida - Priyadarshani College of Computer Sciences, Greater Noida",BE Computer Engineering,Private,https://www.careers360.com/colleges/priyadarshani-college-of-computer-sciences-greater-noida?icn=college_page&ici=clg_2417_college_listing_tuple
"PCET Mohali - Punjab College of Engineering and Technology, Mohali",B.Tech Electronics and Communications Engineering,Private,https://www.careers360.com/colleges/punjab-college-of-engineering-and-technology-mohali?icn=college_page&ici=clg_3468_college_listing_tuple
"PERI Institute of Technology, Chennai",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/peri-institute-of-technology-chennai?icn=college_page&ici=clg_3539_college_listing_tuple
"PKIET Karaikal - Perunthalaivar Kamarajar Institute of Engineering and Technology, Karaikal",BE Computer Science and Engineering,Public/Govt,https://www.careers360.com/colleges/perunthalaivar-kamarajar-institute-of-engineering-and-technology-karaikal?icn=college_page&ici=clg_3538_college_listing_tuple
"PNS Women's Institute of Technology, Bangalore",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/pns-womens-institute-of-technology-bangalore?icn=college_page&ici=clg_3530_college_listing_tuple
"PPGIT Coimbatore - PPG Institute of Technology, Coimbatore",B.Tech Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/ppg-institute-of-technology-coimbatore?icn=college_page&ici=clg_3520_college_listing_tuple
"PSG Tech Coimbatore - PSG College of Technology, Coimbatore",MBBS,Private,https://www.careers360.com/colleges/psg-college-of-technology-coimbatore?icn=college_page&ici=clg_3477_college_listing_tuple
"PSN Institute of Technology and Science, Palayamkottai",BE Artificial Intelligence and Machine Learning,Private,https://www.careers360.com/colleges/psn-institute-of-technology-and-science-palayamkottai?icn=college_page&ici=clg_3475_college_listing_tuple
"PUCHD - Panjab University, Chandigarh",BA Evening,Public/Govt,https://www.careers360.com/university/panjab-university-chandigarh?icn=college_page&ici=clg_874_college_listing_tuple
"Pandit Dev Prabhakar Shastri College of Technology, Chhatarpur",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/pandit-dev-prabhakar-shastri-college-of-technology-chhatarpur?icn=college_page&ici=clg_3473_college_listing_tuple
"Parul Institute of Ayurved Naturopathy, Vadodara",Diploma in Blood Bank Techniques,Private,https://www.careers360.com/colleges/parul-institute-of-ayurved-naturopathy-vadodara?icn=college_page&ici=clg_18777_college_listing_tuple
"Pavendar Bharathidasan Institute of Information Technology, Tiruchirappalli",B.Ed,Private,https://www.careers360.com/colleges/pavendar-bharathidasan-institute-of-information-technology-tiruchirappalli?icn=college_page&ici=clg_3540_college_listing_tuple
"Periyar University - Periyar University, Salem",BS and MS Chemistry Dual Degree,Public/Govt,https://www.careers360.com/university/periyar-university-salem?icn=college_page&ici=clg_1028_college_listing_tuple
"Pondicherry University - Pondicherry University, Puducherry",B.Com Computer Applications Self Finance,Public/Govt,https://www.careers360.com/university/pondicherry-university-puducherry?icn=college_page&ici=clg_442_college_listing_tuple
"Ponnaiyah Ramajayam College of Engineering and Technology, Thanjavur",B.Tech Artificial Intelligence and Data Science,Private,https://www.careers360.com/colleges/ponnaiyah-ramajayam-college-of-engineering-and-technology-thanjavur?icn=college_page&ici=clg_3525_college_listing_tuple
"Poornima College of Engineering, Jaipur",BE Biomedical Engineering,Private,https://www.careers360.com/colleges/poornima-college-of-engineering-jaipur?icn=college_page&ici=clg_3522_college_listing_tuple
"Pragati College of Engineering and Management, Raipur",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/pragati-college-of-engineering-and-management-raipur?icn=college_page&ici=clg_3518_college_listing_tuple
"Pragna Bharath Institute of Technology, Ranga Reddy",BE Civil Engineering,Private,https://www.careers360.com/colleges/pragna-bharath-institute-of-technology-ranga-reddy?icn=college_page&ici=clg_2477_college_listing_tuple
"Pragna Bharath Institute of Technology, Ranga Reddy",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/pragna-bharath-institute-of-technology-ranga-reddy?icn=college_page&ici=clg_2477_college_listing_tuple
"Prajna Institute of Technology and Management, Pasala",Diploma in Civil Engineering,Private,https://www.careers360.com/colleges/prajna-institute-of-technology-and-management-pasala?icn=college_page&ici=clg_3516_college_listing_tuple
"Prashanti Institute of Technology and Science, Ujjain",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/prashanti-institute-of-technology-and-science-ujjain?icn=college_page&ici=clg_3508_college_listing_tuple
"Prasiddha College of Engineering and Technology, Amalapuram",B.Tech Computer Engineering,Private,https://www.careers360.com/colleges/prasiddha-college-of-engineering-and-technology-amalapuram?icn=college_page&ici=clg_3507_college_listing_tuple
"Pulla Reddy Institute of Technology, Warangal",BE Computer Engineering,Private,https://www.careers360.com/colleges/pulla-reddy-institute-of-technology-warangal?icn=college_page&ici=clg_3469_college_listing_tuple
"Pydah College of Engineering and Technology, Visakhapatnam",B.Tech Artificial Intelligence and Data Science,Private,https://www.careers360.com/colleges/pydah-college-of-engineering-and-technology-visakhapatnam?icn=college_page&ici=clg_3462_college_listing_tuple
"Pydah Kaushik College of Engineering, Visakhapatnam",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/pydah-kaushik-college-of-engineering-visakhapatnam?icn=college_page&ici=clg_4017_college_listing_tuple
"QISCET Ongole - QIS College of Engineering and Technology, Ongole",MBA Andhra University,Private,https://www.careers360.com/colleges/qis-college-of-engineering-and-technology-ongole?icn=college_page&ici=clg_3461_college_listing_tuple
"Quest Group of Institutions, Mohali",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/quest-group-of-institutions-mohali?icn=college_page&ici=clg_3457_college_listing_tuple
"RCE Eluru - Ramachandra College of Engineering, Eluru",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/ramachandra-college-of-engineering-eluru?icn=college_page&ici=clg_3401_college_listing_tuple
"RCE Eluru - Ramachandra College of Engineering, Eluru",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/ramachandra-college-of-engineering-eluru?icn=college_page&ici=clg_3401_college_listing_tuple
"RCEW Kurnool - Ravindra College of Engineering for Women, Kurnool",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/ravindra-college-of-engineering-for-women-kurnool?icn=college_page&ici=clg_3387_college_listing_tuple
"RCPIT Shirpur - RC Patel Institute of Technology, Shirpur",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/rc-patel-institute-of-technology-shirpur?icn=college_page&ici=clg_3456_college_listing_tuple
"RIET Jaipur - Rajasthan Institute of Engineering and Technology, Jaipur",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/rajasthan-institute-of-engineering-and-technology-jaipur?icn=college_page&ici=clg_3418_college_listing_tuple
"RIET Jaipur - Rajasthan Institute of Engineering and Technology, Jaipur",B.Tech Artificial Intelligence and Machine Learning,Private,https://www.careers360.com/colleges/rajasthan-institute-of-engineering-and-technology-jaipur?icn=college_page&ici=clg_3418_college_listing_tuple
"RP Sharma Institute of Technology, Patna",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/rp-sharma-institute-of-technology-patna?icn=college_page&ici=clg_3449_college_listing_tuple
"RVS College of Engineering and Technology, Coimbatore",B.Arch,Private,https://www.careers360.com/colleges/rvs-college-of-engineering-and-technology-coimbatore?icn=college_page&ici=clg_2454_college_listing_tuple
"RVS College of Engineering and Technology, Coimbatore",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/rvs-college-of-engineering-and-technology-coimbatore?icn=college_page&ici=clg_2454_college_listing_tuple
"Radharaman Institute of Research and Technology, Bhopal",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/radharaman-institute-of-research-and-technology-bhopal?icn=college_page&ici=clg_3443_college_listing_tuple
"Raghu Institute of Technology, Visakhapatnam",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/raghu-institute-of-technology-visakhapatnam?icn=college_page&ici=clg_3437_college_listing_tuple
"Raja Mahendra College of Engineering, Ibrahimpatnam",B.Tech Computer Science and Business Systems,Private,https://www.careers360.com/colleges/raja-mahendra-college-of-engineering-ibrahimpatnam?icn=college_page&ici=clg_3429_college_listing_tuple
"Rajaram Shinde Degree College of Architecture, Mumbai",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/rajaram-shinde-degree-college-of-architecture-mumbai?icn=college_page&ici=clg_19_college_listing_tuple
"Rajas Institute of Technology, Nagercoil",B.Tech Electrical Engineering,Private,https://www.careers360.com/colleges/rajas-institute-of-technology-nagercoil?icn=college_page&ici=clg_3421_college_listing_tuple
"Rajdhani Institute of Technology and Management, Jaipur",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/rajdhani-institute-of-technology-and-management-jaipur?icn=college_page&ici=clg_3416_college_listing_tuple
"Rajdhani Institute of Technology and Management, Jaipur",B.Tech Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/rajdhani-institute-of-technology-and-management-jaipur?icn=college_page&ici=clg_3416_college_listing_tuple
"Rakshpal Bahadur College of Engineering and Technology, Bareilly",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/rakshpal-bahadur-college-of-engineering-and-technology-bareilly?icn=college_page&ici=clg_3405_college_listing_tuple
"Rakshpal Bahadur College of Engineering and Technology, Bareilly",B.Tech Fashion Technology,Private,https://www.careers360.com/colleges/rakshpal-bahadur-college-of-engineering-and-technology-bareilly?icn=college_page&ici=clg_3405_college_listing_tuple
"Ramgovind Institute of Technology, Koderma",B.Tech Electrical Engineering,Private,https://www.careers360.com/colleges/ramgovind-institute-of-technology-koderma?icn=college_page&ici=clg_3394_college_listing_tuple
"Ramgovind Institute of Technology, Koderma",BE Mechanical Engineering,Private,https://www.careers360.com/colleges/ramgovind-institute-of-technology-koderma?icn=college_page&ici=clg_3394_college_listing_tuple
